symbol	ensg	mapped	log_ppm
CRYGS	ENSG00000213139	True	1.9822712330395684
MATR3-2		False	1.9818186071706636
LGALS3BP	ENSG00000108679	True	1.9809119377768436
RUVBL2	ENSG00000183207	True	1.9809119377768436
PFDN6	ENSG00000204220	True	1.9800033715837464
PSMD7	ENSG00000103035	True	1.9795483747040952
CTSB	ENSG00000164733	True	1.9795483747040952
LSM2	ENSG00000204392	True	1.9795483747040952
DDT	ENSG00000099977	True	1.9790929006383264
MAPK1	ENSG00000100030	True	1.9786369483844743
CST2	ENSG00000170369	True	1.9786369483844743
CCL14	ENSG00000276409	True	1.9781805169374138
GGH	ENSG00000137563	True	1.9781805169374138
KARS1	ENSG00000065427	True	1.9777236052888478
PTPA	ENSG00000119383	True	1.975431808509263
RBM3	ENSG00000102317	True	1.9740509027928774
REEP5	ENSG00000129625	True	1.9712758487381052
MLEC		False	1.9703468762300933
SERPINB6	ENSG00000124570	True	1.9698816437464999
MCAM	ENSG00000076706	True	1.9694159123539814
HLA-C		False	1.9694159123539814
TPD52L2	ENSG00000101150	True	1.968482948553935
MYO1C	ENSG00000197879	True	1.967079734144497
AKR1A1	ENSG00000117448	True	1.967079734144497
SNRNP70	ENSG00000104852	True	1.9666109866819343
MBL2	ENSG00000165471	True	1.9666109866819343
SLC25A11	ENSG00000108528	True	1.9661417327390327
ACAA2	ENSG00000167315	True	1.9661417327390327
TAPBP	ENSG00000231925	True	1.965201701025912
CD74	ENSG00000019582	True	1.965201701025912
NAMPT	ENSG00000105835	True	1.9647309210536295
MAT2A	ENSG00000168906	True	1.964259630196849
PLEC	ENSG00000178209	True	1.9637878273455553
GUCA2A	ENSG00000197273	True	1.9623693356700211
F11		False	1.9623693356700211
RALY	ENSG00000125970	True	1.9614210940664483
RTCB	ENSG00000100220	True	1.9614210940664483
H7C0C1_HUMAN		False	1.9590413923210936
PSMC2	ENSG00000161057	True	1.9585638832219674
ATOX1		False	1.958085848521085
NEDD8	ENSG00000129559	True	1.9576072870600953
DDAH1	ENSG00000153904	True	1.9576072870600953
ATP5MF	ENSG00000241468	True	1.9566485792052033
H1-10	ENSG00000184897	True	1.9552065375419418
SUCLG1	ENSG00000163541	True	1.954724790979063
RHEB	ENSG00000106615	True	1.954724790979063
AHSP	ENSG00000169877	True	1.9537596917332287
FUBP1	ENSG00000162613	True	1.9527924430440922
PIN1	ENSG00000127445	True	1.9527924430440922
ESYT1	ENSG00000139641	True	1.9523080096621253
IGKV2D-40		False	1.9513375187959177
IGKV2-40		False	1.9513375187959177
HMGB3	ENSG00000029993	True	1.9513375187959177
GNAI3	ENSG00000065135	True	1.9498777040368747
CAMP	ENSG00000164047	True	1.9498777040368747
GOT1	ENSG00000120053	True	1.9493900066449128
ATP6V1A	ENSG00000114573	True	1.9493900066449128
CDK1	ENSG00000170312	True	1.9489017609702137
PDCD5	ENSG00000105185	True	1.948412965778601
CAND1	ENSG00000111530	True	1.9479236198317265
CAST	ENSG00000153113	True	1.9474337218870508
EPRS1	ENSG00000136628	True	1.9464522650130731
RBM8A	ENSG00000265241	True	1.9459607035775686
CDV3	ENSG00000091527	True	1.943988875073772
SNRPA	ENSG00000077312	True	1.9425041061680808
FLNB	ENSG00000136068	True	1.9420080530223132
RPS27L		False	1.9420080530223132
MST1	ENSG00000173531	True	1.9420080530223132
CYC1	ENSG00000179091	True	1.9410142437055697
FSCN1	ENSG00000075618	True	1.9400181550076632
PSMD13	ENSG00000185627	True	1.9400181550076632
PSMD14	ENSG00000115233	True	1.9385197251764918
IPO5	ENSG00000065150	True	1.9370161074648142
GPD2	ENSG00000115159	True	1.9355072658247128
ITGA6	ENSG00000091409	True	1.9355072658247128
EIF2S3	ENSG00000130741	True	1.9344984512435677
CTTN	ENSG00000085733	True	1.9339931638312424
NNMT	ENSG00000166741	True	1.932980821923198
SLC3A2	ENSG00000168003	True	1.932980821923198
ENSA	ENSG00000143420	True	1.9319661147281726
SEPTIN9	ENSG00000184640	True	1.9319661147281726
PRH2		False	1.931457870689005
SEPTIN11	ENSG00000138758	True	1.930949031167523
DDT-2		False	1.9304395947667001
CHMP2A	ENSG00000130724	True	1.9289076902439528
LMNB2	ENSG00000176619	True	1.9283958522567137
K7ESF4_HUMAN		False	1.9263424466256551
PIP4K2A	ENSG00000150867	True	1.9253120914996495
F5		False	1.9242792860618816
CRYZ	ENSG00000116791	True	1.9242792860618816
CMPK1	ENSG00000162368	True	1.9232440186302764
CRIP1	ENSG00000213145	True	1.9232440186302764
BRK1		False	1.9232440186302764
FAM49B		False	1.92272545799326
ALOX12	ENSG00000108839	True	1.9222062774390163
GNG5	ENSG00000174021	True	1.9206450014067875
EIF4G1	ENSG00000114867	True	1.9206450014067875
UNC13D	ENSG00000092929	True	1.9206450014067875
TWF2	ENSG00000247596	True	1.919078092376074
FARSA	ENSG00000179115	True	1.9185545305502736
SERPINA10		False	1.9175055095525466
CST5	ENSG00000170367	True	1.9159272116971158
ENSP00000489910		False	1.9159272116971158
HSPA6	ENSG00000173110	True	1.9153998352122699
CPSF6	ENSG00000111605	True	1.9148718175400503
ATP2A2	ENSG00000174437	True	1.9138138523837167
CISD1	ENSG00000122873	True	1.9132839017604184
MYH6	ENSG00000197616	True	1.9132839017604184
PRKAR2B	ENSG00000005249	True	1.912753303671323
BTD	ENSG00000169814	True	1.9111576087399766
EIF3B	ENSG00000106263	True	1.909020854211156
PIP	ENSG00000159763	True	1.909020854211156
TSN	ENSG00000211460	True	1.9079485216122722
DEK	ENSG00000124795	True	1.9057958803678685
SNX3		False	1.9052560487484513
UBE2K	ENSG00000078140	True	1.9030899869919435
RGS10	ENSG00000148908	True	1.9020028913507294
TMPO	ENSG00000120802	True	1.900913067737669
VBP1	ENSG00000155959	True	1.8992731873176039
KRT77	ENSG00000189182	True	1.8992731873176039
EWSR1	ENSG00000182944	True	1.8992731873176039
TNNT2	ENSG00000118194	True	1.8981764834976764
IDH3B	ENSG00000101365	True	1.8981764834976764
CHORDC1	ENSG00000110172	True	1.8976270912904414
GSTK1	ENSG00000197448	True	1.8970770032094204
MCM5	ENSG00000100297	True	1.8970770032094204
DNAJA1	ENSG00000086061	True	1.8965262174895554
ME2	ENSG00000082212	True	1.8965262174895554
MATR3	ENSG00000015479	True	1.8959747323590646
NUCKS1	ENSG00000069275	True	1.8954225460394079
PGAM2	ENSG00000164708	True	1.8954225460394079
TRAP1	ENSG00000126602	True	1.8948696567452525
APMAP	ENSG00000101474	True	1.8948696567452525
HP1BP3	ENSG00000127483	True	1.8948696567452525
COPZ1		False	1.8943160626844384
IQGAP2	ENSG00000145703	True	1.893206753059848
LYPLA1	ENSG00000120992	True	1.893206753059848
CRYGC	ENSG00000163254	True	1.8926510338773004
PSMD3	ENSG00000108344	True	1.8920946026904804
HSD3B1	ENSG00000203857	True	1.8898617212581883
UQCRFS1	ENSG00000169021	True	1.8898617212581883
LSP1	ENSG00000130592	True	1.8898617212581883
RBMX	ENSG00000147274	True	1.8893017025063104
HMGN1	ENSG00000205581	True	1.8893017025063104
CNBP		False	1.8876173003357362
LCAT		False	1.887054378050957
PUF60	ENSG00000179950	True	1.887054378050957
UBE2L5	ENSG00000236444	True	1.887054378050957
DDX17	ENSG00000100201	True	1.8864907251724818
GART	ENSG00000159131	True	1.885926339801431
TXNL1	ENSG00000091164	True	1.885926339801431
PPA2	ENSG00000138777	True	1.885361220031512
POTEJ	ENSG00000222038	True	1.885361220031512
AARS1	ENSG00000090861	True	1.884795363948981
FHOD1	ENSG00000135723	True	1.8842287696326039
LMAN2	ENSG00000169223	True	1.8836614351536176
AIMP1	ENSG00000164022	True	1.8836614351536176
MTCH2	ENSG00000109919	True	1.88309335857569
IGKV2D-29		False	1.8819549713396004
SELENBP1	ENSG00000143416	True	1.8802417758954804
PFDN5	ENSG00000123349	True	1.8796692056320534
RDH11	ENSG00000072042	True	1.8785217955012066
COPA	ENSG00000122218	True	1.8779469516291882
PPP1R7	ENSG00000115685	True	1.8779469516291882
PLP1	ENSG00000123560	True	1.8779469516291882
RARS1	ENSG00000113643	True	1.877371345869774
AHSA1	ENSG00000100591	True	1.8762178405916423
CSK	ENSG00000103653	True	1.8756399370041683
GNB4	ENSG00000114450	True	1.8750612633917
COPG1	ENSG00000181789	True	1.8750612633917
SNRPA1	ENSG00000131876	True	1.8744818176994664
SPINK1	ENSG00000164266	True	1.8733206018153987
ALAD	ENSG00000148218	True	1.8733206018153987
NDUFB10	ENSG00000140990	True	1.8721562727482928
CRYBA4	ENSG00000196431	True	1.8715729355458788
TRIM4	ENSG00000146833	True	1.8709888137605752
ASPH	ENSG00000198363	True	1.8709888137605752
RCC1	ENSG00000180198	True	1.8709888137605752
PFDN2	ENSG00000143256	True	1.8704039052790271
MX1	ENSG00000157601	True	1.8698182079793282
PSMD6	ENSG00000163636	True	1.8698182079793282
FAM3C	ENSG00000196937	True	1.8680563618230415
PFKL	ENSG00000141959	True	1.8674674878590516
PI3	ENSG00000124102	True	1.8668778143374989
BLVRA	ENSG00000106605	True	1.8668778143374989
RAB21	ENSG00000080371	True	1.866287339084195
PSMD2	ENSG00000175166	True	1.8656960599160706
ARL8B	ENSG00000134108	True	1.8645110810583918
ADH1A	ENSG00000187758	True	1.863322860120456
COX5B	ENSG00000135940	True	1.863322860120456
ACP1	ENSG00000143727	True	1.863322860120456
SKAP2	ENSG00000005020	True	1.8627275283179747
H3-4	ENSG00000168148	True	1.8621313793130372
ATP6V1E1	ENSG00000131100	True	1.8609366207000937
SURF4	ENSG00000148248	True	1.8603380065709938
PSIP1	ENSG00000164985	True	1.8597385661971468
ATP1A1	ENSG00000163399	True	1.8591382972945307
ARCN1	ENSG00000095139	True	1.857935264719429
LOC102723407		False	1.8573324964312685
SLC9A3R1	ENSG00000109062	True	1.8555191556678001
PRB1		False	1.8549130223078556
EIF3L	ENSG00000100129	True	1.8549130223078556
SGTA	ENSG00000104969	True	1.8536982117761744
CD81	ENSG00000110651	True	1.8536982117761744
DNAJC8	ENSG00000126698	True	1.8530895298518655
EIF4B	ENSG00000063046	True	1.8524799936368563
LZIC	ENSG00000162441	True	1.8518696007297664
TBXAS1	ENSG00000059377	True	1.8512583487190752
RBM39	ENSG00000131051	True	1.8512583487190752
ALDH1A1	ENSG00000165092	True	1.8506462351830666
LDB3	ENSG00000122367	True	1.8506462351830666
COPB1	ENSG00000129083	True	1.8506462351830666
GNG12	ENSG00000172380	True	1.8494194137968993
SPP2		False	1.8494194137968993
ABI1	ENSG00000136754	True	1.8488047010518038
NNT	ENSG00000112992	True	1.8488047010518038
HSPH1	ENSG00000120694	True	1.8488047010518038
VPS35	ENSG00000069329	True	1.8481891169913987
MPP1	ENSG00000130830	True	1.8469553250198238
IST1	ENSG00000182149	True	1.8469553250198238
EIF1		False	1.8469553250198238
PGAM4	ENSG00000226784	True	1.8457180179666586
OAF	ENSG00000184232	True	1.8457180179666586
NDUFS3	ENSG00000213619	True	1.8457180179666586
DDAH2	ENSG00000213722	True	1.8457180179666586
F11R	ENSG00000158769	True	1.845098040014257
SFXN1	ENSG00000164466	True	1.845098040014257
PPIAL4C	ENSG00000288867	True	1.845098040014257
SF1	ENSG00000168066	True	1.8444771757456815
CST6	ENSG00000175315	True	1.8432327780980093
RAB6A	ENSG00000175582	True	1.8432327780980093
KRT7	ENSG00000135480	True	1.8432327780980093
POR	ENSG00000127948	True	1.841984804590114
TNNI3	ENSG00000129991	True	1.841984804590114
DHX15	ENSG00000109606	True	1.841984804590114
ACOT7	ENSG00000097021	True	1.841359470454855
OTUB1	ENSG00000167770	True	1.8407332346118068
HSD17B1	ENSG00000108786	True	1.8407332346118068
PDAP1	ENSG00000106244	True	1.8401060944567578
OCIAD1	ENSG00000109180	True	1.8394780473741983
PRH1		False	1.8388490907372552
RNASE3	ENSG00000169397	True	1.8369567370595505
PSMC1	ENSG00000100764	True	1.8363241157067516
ISOC1		False	1.8363241157067516
SF3B6	ENSG00000115128	True	1.8350561017201164
EIF3E	ENSG00000104408	True	1.8344207036815325
HNRNPUL2	ENSG00000214753	True	1.8344207036815325
BAG6	ENSG00000204463	True	1.8331471119127851
CD9	ENSG00000010278	True	1.8325089127062364
ICAM1	ENSG00000090339	True	1.8325089127062364
CAVIN3	ENSG00000170955	True	1.8325089127062364
TAGLN3	ENSG00000144834	True	1.8325089127062364
RHOG	ENSG00000177105	True	1.8318697742805017
MCM2	ENSG00000073111	True	1.8312296938670634
PDHA1	ENSG00000131828	True	1.8312296938670634
LCK	ENSG00000182866	True	1.8305886686851442
PAFAH1B2	ENSG00000168092	True	1.829946695941636
CSNK2B	ENSG00000204435	True	1.8293037728310249
ILVBL	ENSG00000105135	True	1.8280150642239767
EIF2S2	ENSG00000125977	True	1.8260748027008264
NANS	ENSG00000095380	True	1.8260748027008264
VAMP8	ENSG00000118640	True	1.825426117767823
FCGR3B		False	1.8247764624755456
CKM	ENSG00000104879	True	1.8247764624755456
RPL10L	ENSG00000165496	True	1.824125833916549
H3BN98_HUMAN		False	1.823474229170301
NDUFA4	ENSG00000189043	True	1.823474229170301
EIF3G	ENSG00000130811	True	1.823474229170301
YBX3	ENSG00000060138	True	1.823474229170301
JUP	ENSG00000173801	True	1.8221680793680175
DCXR	ENSG00000169738	True	1.8215135284047732
LAMTOR2	ENSG00000116586	True	1.8208579894397
EMD	ENSG00000102119	True	1.8208579894397
EHD4	ENSG00000103966	True	1.8208579894397
PSMA8		False	1.8195439355418688
SNRPG	ENSG00000143977	True	1.8188854145940099
SRSF5	ENSG00000100650	True	1.8188854145940099
EFHD2	ENSG00000142634	True	1.8182258936139555
EFTUD2	ENSG00000108883	True	1.8175653695597809
ETF1	ENSG00000120705	True	1.8175653695597809
RSL1D1	ENSG00000171490	True	1.8175653695597809
MPST	ENSG00000128309	True	1.8175653695597809
PPIAL4D	ENSG00000289549	True	1.8155777483242672
PPIAL4E	ENSG00000271567	True	1.8155777483242672
PPIAL4F	ENSG00000279782	True	1.8155777483242672
SRSF10	ENSG00000188529	True	1.8155777483242672
SAE1	ENSG00000142230	True	1.8142475957319202
RGCC	ENSG00000102760	True	1.8129133566428555
PEBP4	ENSG00000134020	True	1.8122446968003694
MYL3	ENSG00000160808	True	1.8122446968003694
BGN	ENSG00000182492	True	1.8115750058705933
TXNDC17	ENSG00000129235	True	1.8109042806687004
MCM7	ENSG00000166508	True	1.8109042806687004
VAMP3		False	1.810232517995084
NENF	ENSG00000117691	True	1.810232517995084
DDB1	ENSG00000167986	True	1.8095597146352678
CASP3	ENSG00000164305	True	1.808885867359812
PDCD6		False	1.808210972924222
KRT75	ENSG00000170454	True	1.8075350280688534
KRT4	ENSG00000170477	True	1.8075350280688534
LYVE1	ENSG00000133800	True	1.8068580295188175
PEA15	ENSG00000162734	True	1.8068580295188175
ATP6V1B2	ENSG00000147416	True	1.806179973983887
C11orf58	ENSG00000110696	True	1.8055008581584002
HIBADH	ENSG00000106049	True	1.8055008581584002
FLNC	ENSG00000128591	True	1.8048206787211623
NDUFAB1	ENSG00000004779	True	1.8048206787211623
MAP4	ENSG00000047849	True	1.8041394323353503
GSTM3	ENSG00000134202	True	1.8034571156484138
APOL2	ENSG00000128335	True	1.801403710017355
RAD23A	ENSG00000179262	True	1.801403710017355
NOP58	ENSG00000055044	True	1.8007170782823851
ALDH18A1	ENSG00000059573	True	1.8007170782823851
CKAP4	ENSG00000136026	True	1.8000293592441343
CPNE3	ENSG00000085719	True	1.8000293592441343
ARF6	ENSG00000165527	True	1.7986506454452689
ACSL1	ENSG00000151726	True	1.7986506454452689
TARDBP	ENSG00000120948	True	1.7986506454452689
BZW1	ENSG00000082153	True	1.7986506454452689
PQBP1	ENSG00000102103	True	1.797959643737196
MS4A1	ENSG00000156738	True	1.7972675408307164
GRPEL1	ENSG00000109519	True	1.7972675408307164
HARS1	ENSG00000170445	True	1.7965743332104296
VSIG8	ENSG00000243284	True	1.7965743332104296
CLPP	ENSG00000125656	True	1.7965743332104296
GSS	ENSG00000100983	True	1.795184589682424
U3KQV3_HUMAN		False	1.7937903846908188
DSP	ENSG00000096696	True	1.7937903846908188
SNCG	ENSG00000173267	True	1.7930916001765802
CYP11A1	ENSG00000140459	True	1.792391689498254
CYP19A1	ENSG00000137869	True	1.792391689498254
TGFB1	ENSG00000105329	True	1.792391689498254
COX7A2		False	1.792391689498254
PPM1G	ENSG00000115241	True	1.7916906490201179
KRTDAP	ENSG00000188508	True	1.7909884750888159
PSMD12	ENSG00000197170	True	1.7909884750888159
GMPR	ENSG00000137198	True	1.7909884750888159
KRT81	ENSG00000205426	True	1.7902851640332418
MCTS1		False	1.7902851640332418
ASAH1	ENSG00000104763	True	1.7895807121644254
LTA4H	ENSG00000111144	True	1.7888751157754168
SUMO3	ENSG00000184900	True	1.787460474518415
HSD17B12	ENSG00000149084	True	1.7867514221455612
HSD3B2	ENSG00000203859	True	1.7860412102425542
DCTN1	ENSG00000204843	True	1.7853298350107671
PSMD1	ENSG00000173692	True	1.7853298350107671
SEPTIN5	ENSG00000184702	True	1.7846172926328754
UBASH3B	ENSG00000154127	True	1.783903579272735
UQCRB	ENSG00000156467	True	1.7831886910752577
TIMM13	ENSG00000099800	True	1.7824726241662863
FN3K	ENSG00000167363	True	1.7824726241662863
KRTAP11-1	ENSG00000182591	True	1.7824726241662863
EIF5	ENSG00000100664	True	1.7817553746524688
DPP3	ENSG00000254986	True	1.7817553746524688
LAMB2	ENSG00000172037	True	1.7817553746524688
TMED2	ENSG00000086598	True	1.7817553746524688
HINT2	ENSG00000137133	True	1.7803173121401512
MZB1	ENSG00000170476	True	1.7803173121401512
PRXL2A	ENSG00000122378	True	1.7803173121401512
ATP1B3	ENSG00000069849	True	1.7788744720027396
AP1M1	ENSG00000072958	True	1.7774268223893113
TRA2B	ENSG00000136527	True	1.7774268223893113
RAP2B		False	1.7767011839884108
ERO1A	ENSG00000197930	True	1.7767011839884108
UCHL3	ENSG00000118939	True	1.7767011839884108
NID1	ENSG00000116962	True	1.7759743311293692
NIPSNAP1	ENSG00000184117	True	1.7745169657285496
PRKDC	ENSG00000253729	True	1.7745169657285496
LTBP1	ENSG00000049323	True	1.7737864449811935
RPA2	ENSG00000117748	True	1.7737864449811935
RCN2	ENSG00000117906	True	1.7737864449811935
PSMB10	ENSG00000205220	True	1.7730546933642626
EIF1B		False	1.7730546933642626
MPIG6B		False	1.7715874808812553
CAPN6		False	1.7715874808812553
MVP	ENSG00000013364	True	1.7715874808812553
UBE2M	ENSG00000130725	True	1.7708520116421442
LYPLA2		False	1.7708520116421442
PDE5A	ENSG00000138735	True	1.7708520116421442
CAB39	ENSG00000135932	True	1.7708520116421442
ABCF1	ENSG00000204574	True	1.7686381012476144
TFF3	ENSG00000160180	True	1.7678976160180906
U2AF1	ENSG00000160201	True	1.7678976160180906
ABCE1	ENSG00000164163	True	1.7664128471123994
CALML5	ENSG00000178372	True	1.7664128471123994
TPD52	ENSG00000076554	True	1.765668554759014
NOP56	ENSG00000101361	True	1.765668554759014
CYB5R1	ENSG00000159348	True	1.765668554759014
CRYBA1	ENSG00000108255	True	1.7649229846498886
ALDH7A1	ENSG00000164904	True	1.7649229846498886
TXNDC12		False	1.7641761323903307
PPIAL4A	ENSG00000263353	True	1.761927838420529
VPS29	ENSG00000111237	True	1.761927838420529
IARS1	ENSG00000196305	True	1.761927838420529
NDUFA2	ENSG00000131495	True	1.7611758131557314
TMED9	ENSG00000184840	True	1.7611758131557314
THY1	ENSG00000154096	True	1.7611758131557314
PPIAL4H	ENSG00000270339	True	1.760422483423212
VASN	ENSG00000168140	True	1.75815462196739
XPNPEP1	ENSG00000108039	True	1.75815462196739
EIF3M	ENSG00000149100	True	1.7566361082458481
PSMB9	ENSG00000240065	True	1.7558748556724915
IGLL1	ENSG00000128322	True	1.7551122663950711
SF3B1	ENSG00000115524	True	1.7551122663950711
DYNLL2		False	1.7551122663950711
TNFAIP8	ENSG00000145779	True	1.7543483357110188
EIF3D	ENSG00000100353	True	1.7543483357110188
COPB2	ENSG00000184432	True	1.7543483357110188
GTF2I	ENSG00000263001	True	1.7543483357110188
CTNND1	ENSG00000198561	True	1.7528164311882715
EIF3K	ENSG00000178982	True	1.7528164311882715
NDUFS5	ENSG00000168653	True	1.7520484478194385
LYN	ENSG00000254087	True	1.7512791039833422
GPD1	ENSG00000167588	True	1.749736315569061
ALDH9A1	ENSG00000143149	True	1.749736315569061
ADIRF	ENSG00000148671	True	1.7489628612561614
EFEMP1	ENSG00000115380	True	1.7466341989375787
SF3B2	ENSG00000087365	True	1.7466341989375787
PSMB8	ENSG00000204264	True	1.745855195173729
LAMTOR1	ENSG00000149357	True	1.7450747915820575
RNASE4		False	1.7450747915820575
CNPY2	ENSG00000257727	True	1.7450747915820575
DDX6	ENSG00000110367	True	1.7442929831226763
RRBP1	ENSG00000125844	True	1.7442929831226763
SPP1	ENSG00000118785	True	1.7435097647284297
DDX21	ENSG00000165732	True	1.7435097647284297
HSPG2	ENSG00000142798	True	1.7427251313046983
HBZ	ENSG00000130656	True	1.7403626894942439
MCM4	ENSG00000104738	True	1.7403626894942439
MFAP4	ENSG00000166482	True	1.7403626894942439
RBM14	ENSG00000239306	True	1.7403626894942439
PFDN4	ENSG00000101132	True	1.7403626894942439
SLC2A1	ENSG00000117394	True	1.739572344450092
PABPC4	ENSG00000090621	True	1.739572344450092
ATP2A3	ENSG00000074370	True	1.7387805584843692
CISD2	ENSG00000145354	True	1.7387805584843692
MCM3	ENSG00000112118	True	1.737987326333431
UROD	ENSG00000126088	True	1.737987326333431
LSM3	ENSG00000170860	True	1.737987326333431
CIRBP		False	1.737987326333431
NDUFV1	ENSG00000167792	True	1.737987326333431
NIT2	ENSG00000114021	True	1.737987326333431
PTPRC	ENSG00000081237	True	1.737987326333431
PITPNB	ENSG00000180957	True	1.7363965022766426
PEPD	ENSG00000124299	True	1.7363965022766426
SRSF9	ENSG00000111786	True	1.7363965022766426
NFKBIE	ENSG00000146232	True	1.7363965022766426
PTPN1	ENSG00000196396	True	1.73559889969818
DMTN	ENSG00000158856	True	1.73559889969818
SF3B5	ENSG00000169976	True	1.73559889969818
PCYOX1	ENSG00000116005	True	1.734799829588847
CCS	ENSG00000173992	True	1.7339992865383869
CAPG	ENSG00000042493	True	1.7339992865383869
NDUFA10	ENSG00000130414	True	1.7331972651065695
DLAT	ENSG00000150768	True	1.7331972651065695
UFD1	ENSG00000070010	True	1.7323937598229686
FABP3	ENSG00000121769	True	1.7315887651867388
TGFBI	ENSG00000120708	True	1.7315887651867388
MAOB	ENSG00000069535	True	1.730782275666389
LIMS2	ENSG00000072163	True	1.730782275666389
SNRNP40	ENSG00000060688	True	1.730782275666389
ECI1	ENSG00000167969	True	1.7299742856995557
GNAI1	ENSG00000127955	True	1.72916478969277
ARHGAP45	ENSG00000180448	True	1.72916478969277
FIS1	ENSG00000214253	True	1.72916478969277
NDUFA8	ENSG00000119421	True	1.7283537820212285
PFKM	ENSG00000152556	True	1.7283537820212285
PCNP	ENSG00000081154	True	1.7267272090265722
GSTM2	ENSG00000213366	True	1.7267272090265722
ENSP00000491073		False	1.7267272090265722
RRAS2	ENSG00000133818	True	1.7259116322950483
SORD	ENSG00000140263	True	1.7259116322950483
PSMD4	ENSG00000159352	True	1.7259116322950483
UBE2D3	ENSG00000109332	True	1.7259116322950483
MAP2K1	ENSG00000169032	True	1.725094521081469
EIF5B	ENSG00000158417	True	1.725094521081469
GLRX5	ENSG00000182512	True	1.725094521081469
VAPB	ENSG00000124164	True	1.724275869600789
VTA1	ENSG00000009844	True	1.7234556720351857
PABPN1	ENSG00000100836	True	1.7226339225338123
EIF4A3	ENSG00000141543	True	1.7226339225338123
PCBP3	ENSG00000183570	True	1.7218106152125465
SF3A3	ENSG00000183431	True	1.7218106152125465
POSTN	ENSG00000133110	True	1.720985744153739
RCC2	ENSG00000179051	True	1.720985744153739
NDUFA9	ENSG00000139180	True	1.7201593034059568
VARS1	ENSG00000204394	True	1.7193312869837267
NAGK	ENSG00000124357	True	1.7185016888672742
FEN1	ENSG00000168496	True	1.7185016888672742
CCDC124	ENSG00000007080	True	1.7168377232995244
SRM	ENSG00000116649	True	1.7160033436347992
PVR	ENSG00000073008	True	1.7151673578484579
MARS1	ENSG00000166986	True	1.714329759745233
MCFD2	ENSG00000180398	True	1.714329759745233
NAPRT	ENSG00000147813	True	1.7134905430939424
CD44	ENSG00000026508	True	1.7134905430939424
FARSB	ENSG00000116120	True	1.7134905430939424
DAZAP1	ENSG00000071626	True	1.7126497016272113
TBCB	ENSG00000105254	True	1.711807229041191
CNDP1	ENSG00000150656	True	1.7109631189952756
LCN1		False	1.7109631189952756
PSAT1	ENSG00000135069	True	1.7101173651118162
M6PR	ENSG00000003056	True	1.7101173651118162
S100A12	ENSG00000163221	True	1.7101173651118162
FAH	ENSG00000103876	True	1.7101173651118162
RAB32	ENSG00000118508	True	1.7101173651118162
LONP1	ENSG00000196365	True	1.7101173651118162
SRP19	ENSG00000153037	True	1.7092699609758308
WASF2	ENSG00000158195	True	1.7084209001347128
CALML3	ENSG00000178363	True	1.7075701760979363
DNAJA2	ENSG00000069345	True	1.7075701760979363
SF3A1	ENSG00000099995	True	1.7075701760979363
CD99	ENSG00000002586	True	1.7067177823367587
FTH1	ENSG00000167996	True	1.7067177823367587
ATL3		False	1.7067177823367587
PMVK	ENSG00000163344	True	1.7058637122839193
NAXE	ENSG00000163382	True	1.705007959333336
TCEA1	ENSG00000187735	True	1.705007959333336
UBE2D2	ENSG00000131508	True	1.705007959333336
ALDH16A1	ENSG00000161618	True	1.7041505168397992
LIPE	ENSG00000079435	True	1.7032913781186614
UQCR10		False	1.7024305364455252
SNRPB2	ENSG00000125870	True	1.7007037171450194
PRRC1	ENSG00000164244	True	1.6998377258672457
TIMM50	ENSG00000105197	True	1.6989700043360187
MESD	ENSG00000117899	True	1.69810054562339
SF3B3	ENSG00000189091	True	1.69810054562339
CNN3	ENSG00000117519	True	1.6972293427597176
PDLIM5	ENSG00000163110	True	1.6963563887333322
COLEC11	ENSG00000118004	True	1.6954816764901974
RPS29	ENSG00000213741	True	1.6946051989335686
F8W031_HUMAN		False	1.6946051989335686
NSFL1C	ENSG00000088833	True	1.6946051989335686
PAK2	ENSG00000180370	True	1.69284691927723
EXTL3	ENSG00000012232	True	1.69284691927723
OSTF1	ENSG00000134996	True	1.6919651027673603
PGM2	ENSG00000169299	True	1.6919651027673603
NDUFS6	ENSG00000145494	True	1.6919651027673603
SAR1B	ENSG00000152700	True	1.6910814921229684
PDLIM7	ENSG00000196923	True	1.6910814921229684
RPL28	ENSG00000108107	True	1.6901960800285136
BCLAF1	ENSG00000029363	True	1.6884198220027107
CTPS1	ENSG00000171793	True	1.6866362692622934
MCCC2	ENSG00000131844	True	1.6848453616444126
CCL16		False	1.6848453616444126
PACSIN2	ENSG00000100266	True	1.6848453616444126
STAT3	ENSG00000168610	True	1.6839471307515121
SCAMP3		False	1.6839471307515121
TMX1	ENSG00000139921	True	1.6830470382388496
HNRNPUL1	ENSG00000105323	True	1.6830470382388496
PCOLCE	ENSG00000106333	True	1.6821450763738317
TNPO1	ENSG00000083312	True	1.6821450763738317
ACOX1	ENSG00000161533	True	1.678518379040114
MYH14	ENSG00000105357	True	1.677606952720493
TIMP2	ENSG00000035862	True	1.6766936096248666
TLN2	ENSG00000171914	True	1.6766936096248666
TPP1	ENSG00000166340	True	1.675778341674085
ACO1	ENSG00000122729	True	1.6748611407378116
GM2A	ENSG00000196743	True	1.6748611407378116
METTL7A		False	1.6739419986340878
COPS4	ENSG00000138663	True	1.6739419986340878
EIF3J	ENSG00000104131	True	1.6730209071288962
SAMM50	ENSG00000100347	True	1.6730209071288962
SCGB1A1	ENSG00000149021	True	1.6730209071288962
