ensg	tissue	n_celltypes	n_pos_celltypes	ihc_present	frac_pos_celltypes	best_reliability
ENSG00000000003	cerebral_cortex	4	1	True	0.25	Approved
ENSG00000000003	colon	3	1	True	0.3333333333333333	Approved
ENSG00000000003	heart	1	0	False	0.0	Approved
ENSG00000000003	kidney	2	1	True	0.5	Approved
ENSG00000000003	liver	2	1	True	0.5	Approved
ENSG00000000003	lung	2	1	True	0.5	Approved
ENSG00000000003	lymph_node	2	0	False	0.0	Approved
ENSG00000000003	pancreas	2	2	True	1.0	Approved
ENSG00000000003	skin	5	2	True	0.4	Approved
ENSG00000000003	spleen	2	0	False	0.0	Approved
ENSG00000000003	stomach	2	2	True	1.0	Approved
ENSG00000000003	testis	2	2	True	1.0	Approved
ENSG00000000419	cerebral_cortex	4	4	True	1.0	Approved
ENSG00000000419	colon	3	3	True	1.0	Approved
ENSG00000000419	heart	1	1	True	1.0	Approved
ENSG00000000419	kidney	2	2	True	1.0	Approved
ENSG00000000419	liver	2	2	True	1.0	Approved
ENSG00000000419	lung	2	2	True	1.0	Approved
ENSG00000000419	lymph_node	2	2	True	1.0	Approved
ENSG00000000419	pancreas	1	1	True	1.0	Approved
ENSG00000000419	skin	5	5	True	1.0	Approved
ENSG00000000419	spleen	2	2	True	1.0	Approved
ENSG00000000419	stomach	2	2	True	1.0	Approved
ENSG00000000419	testis	2	2	True	1.0	Approved
ENSG00000000457	cerebral_cortex	4	4	True	1.0	Approved
ENSG00000000457	colon	3	3	True	1.0	Approved
ENSG00000000457	heart	1	1	True	1.0	Approved
ENSG00000000457	kidney	2	2	True	1.0	Approved
ENSG00000000457	liver	2	1	True	0.5	Approved
ENSG00000000457	lung	2	1	True	0.5	Approved
ENSG00000000457	lymph_node	2	2	True	1.0	Approved
ENSG00000000457	pancreas	2	2	True	1.0	Approved
ENSG00000000457	skin	5	5	True	1.0	Approved
ENSG00000000457	spleen	2	1	True	0.5	Approved
ENSG00000000457	stomach	2	2	True	1.0	Approved
ENSG00000000457	testis	8	4	True	0.5	Approved
ENSG00000000460	cerebral_cortex	4	3	True	0.75	Uncertain
ENSG00000000460	colon	3	1	True	0.3333333333333333	Uncertain
ENSG00000000460	heart	1	1	True	1.0	Uncertain
ENSG00000000460	kidney	2	2	True	1.0	Uncertain
ENSG00000000460	liver	2	1	True	0.5	Uncertain
ENSG00000000460	lung	2	2	True	1.0	Uncertain
ENSG00000000460	lymph_node	2	2	True	1.0	Uncertain
ENSG00000000460	pancreas	2	2	True	1.0	Uncertain
ENSG00000000460	skin	5	4	True	0.8	Uncertain
ENSG00000000460	spleen	2	1	True	0.5	Uncertain
ENSG00000000460	stomach	2	2	True	1.0	Uncertain
ENSG00000000460	testis	2	2	True	1.0	Uncertain
ENSG00000000938	cerebral_cortex	4	0	False	0.0	Enhanced
ENSG00000000938	colon	3	0	False	0.0	Enhanced
ENSG00000000938	heart	1	0	False	0.0	Enhanced
ENSG00000000938	kidney	2	0	False	0.0	Enhanced
ENSG00000000938	liver	2	0	False	0.0	Enhanced
ENSG00000000938	lung	4	1	True	0.25	Enhanced
ENSG00000000938	lymph_node	2	2	True	1.0	Enhanced
ENSG00000000938	pancreas	2	0	False	0.0	Enhanced
ENSG00000000938	skin	5	0	False	0.0	Enhanced
ENSG00000000938	spleen	2	1	True	0.5	Enhanced
ENSG00000000938	stomach	2	0	False	0.0	Enhanced
ENSG00000000938	testis	2	0	False	0.0	Enhanced
ENSG00000000971	cerebral_cortex	4	0	False	0.0	Supported
ENSG00000000971	colon	3	0	False	0.0	Supported
ENSG00000000971	heart	1	0	False	0.0	Supported
ENSG00000000971	kidney	2	0	False	0.0	Supported
ENSG00000000971	liver	2	0	False	0.0	Supported
ENSG00000000971	lung	2	0	False	0.0	Supported
ENSG00000000971	lymph_node	2	0	False	0.0	Supported
ENSG00000000971	pancreas	2	0	False	0.0	Supported
ENSG00000000971	skin	23	2	True	0.08695652173913043	Supported
ENSG00000000971	spleen	2	0	False	0.0	Supported
ENSG00000000971	stomach	2	0	False	0.0	Supported
ENSG00000000971	testis	8	3	True	0.375	Supported
ENSG00000001036	cerebral_cortex	4	0	False	0.0	Approved
ENSG00000001036	colon	3	0	False	0.0	Approved
ENSG00000001036	heart	1	0	False	0.0	Approved
ENSG00000001036	kidney	2	0	False	0.0	Approved
ENSG00000001036	liver	2	0	False	0.0	Approved
ENSG00000001036	lung	2	0	False	0.0	Approved
ENSG00000001036	lymph_node	2	0	False	0.0	Approved
ENSG00000001036	pancreas	2	0	False	0.0	Approved
ENSG00000001036	skin	5	0	False	0.0	Approved
ENSG00000001036	spleen	2	0	False	0.0	Approved
ENSG00000001036	stomach	2	0	False	0.0	Approved
ENSG00000001036	testis	8	3	True	0.375	Approved
ENSG00000001084	cerebral_cortex	4	2	True	0.5	Approved
ENSG00000001084	colon	3	3	True	1.0	Approved
ENSG00000001084	heart	1	1	True	1.0	Approved
ENSG00000001084	kidney	2	2	True	1.0	Approved
ENSG00000001084	liver	2	2	True	1.0	Approved
ENSG00000001084	lung	2	2	True	1.0	Approved
ENSG00000001084	lymph_node	2	1	True	0.5	Approved
ENSG00000001084	pancreas	2	2	True	1.0	Approved
ENSG00000001084	skin	5	2	True	0.4	Approved
ENSG00000001084	spleen	2	1	True	0.5	Approved
ENSG00000001084	stomach	2	2	True	1.0	Approved
ENSG00000001084	testis	2	2	True	1.0	Approved
ENSG00000001167	cerebral_cortex	4	3	True	0.75	Enhanced
ENSG00000001167	colon	3	3	True	1.0	Enhanced
ENSG00000001167	heart	1	1	True	1.0	Enhanced
ENSG00000001167	kidney	2	2	True	1.0	Enhanced
ENSG00000001167	liver	2	1	True	0.5	Enhanced
ENSG00000001167	lung	4	4	True	1.0	Enhanced
ENSG00000001167	pancreas	2	2	True	1.0	Enhanced
ENSG00000001167	skin	5	4	True	0.8	Enhanced
ENSG00000001167	spleen	2	2	True	1.0	Enhanced
ENSG00000001167	stomach	2	2	True	1.0	Enhanced
ENSG00000001167	testis	8	3	True	0.375	Enhanced
ENSG00000001461	cerebral_cortex	4	4	True	1.0	Approved
ENSG00000001461	colon	3	3	True	1.0	Approved
ENSG00000001461	heart	1	1	True	1.0	Approved
ENSG00000001461	kidney	2	2	True	1.0	Approved
ENSG00000001461	liver	2	2	True	1.0	Approved
ENSG00000001461	lung	2	2	True	1.0	Approved
ENSG00000001461	lymph_node	2	2	True	1.0	Approved
ENSG00000001461	pancreas	2	2	True	1.0	Approved
ENSG00000001461	skin	5	5	True	1.0	Approved
ENSG00000001461	spleen	2	2	True	1.0	Approved
ENSG00000001461	stomach	2	2	True	1.0	Approved
ENSG00000001461	testis	8	3	True	0.375	Approved
ENSG00000001497	cerebral_cortex	4	3	True	0.75	Supported
ENSG00000001497	colon	3	3	True	1.0	Supported
ENSG00000001497	heart	1	1	True	1.0	Supported
ENSG00000001497	kidney	2	2	True	1.0	Supported
ENSG00000001497	liver	2	2	True	1.0	Supported
ENSG00000001497	lung	4	4	True	1.0	Supported
ENSG00000001497	lymph_node	2	2	True	1.0	Supported
ENSG00000001497	pancreas	2	2	True	1.0	Supported
ENSG00000001497	skin	5	5	True	1.0	Supported
ENSG00000001497	spleen	2	2	True	1.0	Supported
ENSG00000001497	stomach	2	2	True	1.0	Supported
ENSG00000001497	testis	8	7	True	0.875	Supported
ENSG00000001561	cerebral_cortex	4	2	True	0.5	Approved
ENSG00000001561	colon	3	3	True	1.0	Approved
ENSG00000001561	heart	1	1	True	1.0	Approved
ENSG00000001561	kidney	2	2	True	1.0	Approved
ENSG00000001561	liver	2	2	True	1.0	Approved
ENSG00000001561	lung	2	1	True	0.5	Approved
ENSG00000001561	lymph_node	2	2	True	1.0	Approved
ENSG00000001561	pancreas	2	2	True	1.0	Approved
ENSG00000001561	skin	5	2	True	0.4	Approved
ENSG00000001561	spleen	2	1	True	0.5	Approved
ENSG00000001561	stomach	2	2	True	1.0	Approved
ENSG00000001561	testis	2	2	True	1.0	Approved
ENSG00000001617	cerebral_cortex	4	1	True	0.25	Approved
ENSG00000001617	colon	3	2	True	0.6666666666666666	Approved
ENSG00000001617	heart	1	0	False	0.0	Approved
ENSG00000001617	kidney	2	1	True	0.5	Approved
ENSG00000001617	liver	2	1	True	0.5	Approved
ENSG00000001617	lung	2	1	True	0.5	Approved
ENSG00000001617	lymph_node	2	0	False	0.0	Approved
ENSG00000001617	pancreas	2	2	True	1.0	Approved
ENSG00000001617	skin	5	3	True	0.6	Approved
ENSG00000001617	spleen	2	0	False	0.0	Approved
ENSG00000001617	stomach	2	1	True	0.5	Approved
ENSG00000001617	testis	2	1	True	0.5	Approved
ENSG00000001626	cerebral_cortex	4	0	False	0.0	Enhanced
ENSG00000001626	colon	8	0	False	0.0	Enhanced
ENSG00000001626	heart	1	0	False	0.0	Enhanced
ENSG00000001626	kidney	6	1	True	0.16666666666666666	Enhanced
ENSG00000001626	liver	2	0	False	0.0	Enhanced
ENSG00000001626	lung	2	0	False	0.0	Enhanced
ENSG00000001626	lymph_node	2	0	False	0.0	Enhanced
ENSG00000001626	pancreas	2	1	True	0.5	Enhanced
ENSG00000001626	skin	5	0	False	0.0	Enhanced
ENSG00000001626	spleen	2	0	False	0.0	Enhanced
ENSG00000001626	stomach	2	0	False	0.0	Enhanced
ENSG00000001626	testis	2	0	False	0.0	Enhanced
ENSG00000001629	cerebral_cortex	4	4	True	1.0	Uncertain
ENSG00000001629	colon	2	2	True	1.0	Uncertain
ENSG00000001629	heart	1	1	True	1.0	Uncertain
ENSG00000001629	kidney	2	1	True	0.5	Uncertain
ENSG00000001629	liver	2	2	True	1.0	Uncertain
ENSG00000001629	lung	2	2	True	1.0	Uncertain
ENSG00000001629	lymph_node	2	2	True	1.0	Uncertain
ENSG00000001629	pancreas	2	2	True	1.0	Uncertain
ENSG00000001629	skin	5	5	True	1.0	Uncertain
ENSG00000001629	spleen	2	2	True	1.0	Uncertain
ENSG00000001629	stomach	2	2	True	1.0	Uncertain
ENSG00000001629	testis	2	2	True	1.0	Uncertain
ENSG00000001630	cerebral_cortex	4	0	False	0.0	Approved
ENSG00000001630	colon	3	0	False	0.0	Approved
ENSG00000001630	heart	1	0	False	0.0	Approved
ENSG00000001630	kidney	2	0	False	0.0	Approved
ENSG00000001630	liver	2	0	False	0.0	Approved
ENSG00000001630	lung	2	0	False	0.0	Approved
ENSG00000001630	lymph_node	2	0	False	0.0	Approved
ENSG00000001630	pancreas	2	0	False	0.0	Approved
ENSG00000001630	skin	5	0	False	0.0	Approved
ENSG00000001630	spleen	2	0	False	0.0	Approved
ENSG00000001630	stomach	2	0	False	0.0	Approved
ENSG00000001630	testis	2	1	True	0.5	Approved
ENSG00000001631	cerebral_cortex	4	0	False	0.0	Supported
ENSG00000001631	colon	8	2	True	0.25	Supported
ENSG00000001631	heart	1	0	False	0.0	Supported
ENSG00000001631	kidney	2	0	False	0.0	Supported
ENSG00000001631	liver	2	0	False	0.0	Supported
ENSG00000001631	lung	2	0	False	0.0	Supported
ENSG00000001631	lymph_node	2	0	False	0.0	Supported
ENSG00000001631	pancreas	2	0	False	0.0	Supported
ENSG00000001631	skin	5	0	False	0.0	Supported
ENSG00000001631	spleen	2	0	False	0.0	Supported
ENSG00000001631	stomach	2	0	False	0.0	Supported
ENSG00000001631	testis	2	0	False	0.0	Supported
ENSG00000002330	cerebral_cortex	4	4	True	1.0	Approved
ENSG00000002330	colon	3	3	True	1.0	Approved
ENSG00000002330	heart	1	1	True	1.0	Approved
ENSG00000002330	kidney	2	2	True	1.0	Approved
ENSG00000002330	liver	2	2	True	1.0	Approved
ENSG00000002330	lung	2	2	True	1.0	Approved
ENSG00000002330	lymph_node	2	2	True	1.0	Approved
ENSG00000002330	pancreas	2	2	True	1.0	Approved
ENSG00000002330	skin	5	3	True	0.6	Approved
ENSG00000002330	spleen	2	2	True	1.0	Approved
ENSG00000002330	stomach	2	2	True	1.0	Approved
ENSG00000002330	testis	2	2	True	1.0	Approved
ENSG00000002549	cerebral_cortex	4	1	True	0.25	Enhanced
ENSG00000002549	colon	3	2	True	0.6666666666666666	Enhanced
ENSG00000002549	heart	1	0	False	0.0	Enhanced
ENSG00000002549	kidney	6	6	True	1.0	Enhanced
ENSG00000002549	liver	2	2	True	1.0	Enhanced
ENSG00000002549	lung	4	2	True	0.5	Enhanced
ENSG00000002549	lymph_node	2	2	True	1.0	Enhanced
ENSG00000002549	pancreas	2	2	True	1.0	Enhanced
ENSG00000002549	skin	23	6	True	0.2608695652173913	Enhanced
ENSG00000002549	spleen	2	0	False	0.0	Enhanced
ENSG00000002549	stomach	2	2	True	1.0	Enhanced
ENSG00000002549	testis	8	5	True	0.625	Enhanced
ENSG00000002586	cerebral_cortex	4	1	True	0.25	Supported
ENSG00000002586	colon	8	2	True	0.25	Supported
ENSG00000002586	heart	1	0	False	0.0	Supported
ENSG00000002586	kidney	2	1	True	0.5	Supported
ENSG00000002586	liver	2	0	False	0.0	Supported
ENSG00000002586	lung	2	1	True	0.5	Supported
ENSG00000002586	lymph_node	1	1	True	1.0	Supported
ENSG00000002586	pancreas	2	1	True	0.5	Supported
ENSG00000002586	skin	24	10	True	0.4166666666666667	Supported
ENSG00000002586	spleen	2	2	True	1.0	Supported
ENSG00000002586	stomach	2	0	False	0.0	Supported
ENSG00000002586	testis	8	7	True	0.875	Supported
ENSG00000002587	cerebral_cortex	4	3	True	0.75	Approved
ENSG00000002587	colon	3	0	False	0.0	Approved
ENSG00000002587	heart	1	0	False	0.0	Approved
ENSG00000002587	kidney	2	0	False	0.0	Approved
ENSG00000002587	liver	2	0	False	0.0	Approved
ENSG00000002587	lung	2	0	False	0.0	Approved
ENSG00000002587	lymph_node	2	0	False	0.0	Approved
ENSG00000002587	pancreas	2	0	False	0.0	Approved
ENSG00000002587	skin	5	0	False	0.0	Approved
ENSG00000002587	spleen	2	0	False	0.0	Approved
ENSG00000002587	stomach	2	0	False	0.0	Approved
ENSG00000002587	testis	2	0	False	0.0	Approved
ENSG00000002726	cerebral_cortex	4	0	False	0.0	Approved
ENSG00000002726	colon	3	2	True	0.6666666666666666	Approved
ENSG00000002726	heart	1	0	False	0.0	Approved
ENSG00000002726	kidney	2	1	True	0.5	Approved
ENSG00000002726	liver	2	0	False	0.0	Approved
ENSG00000002726	lung	2	0	False	0.0	Approved
ENSG00000002726	lymph_node	1	1	True	1.0	Approved
ENSG00000002726	pancreas	2	1	True	0.5	Approved
ENSG00000002726	skin	5	4	True	0.8	Approved
ENSG00000002726	spleen	2	0	False	0.0	Approved
ENSG00000002726	stomach	2	2	True	1.0	Approved
ENSG00000002726	testis	2	1	True	0.5	Approved
ENSG00000002746	cerebral_cortex	4	2	True	0.5	Uncertain
ENSG00000002746	colon	3	3	True	1.0	Uncertain
ENSG00000002746	heart	1	1	True	1.0	Uncertain
ENSG00000002746	kidney	2	2	True	1.0	Uncertain
ENSG00000002746	liver	2	2	True	1.0	Uncertain
ENSG00000002746	lung	2	2	True	1.0	Uncertain
ENSG00000002746	lymph_node	2	2	True	1.0	Uncertain
ENSG00000002746	pancreas	2	2	True	1.0	Uncertain
ENSG00000002746	skin	5	5	True	1.0	Uncertain
ENSG00000002746	spleen	2	2	True	1.0	Uncertain
ENSG00000002746	stomach	2	2	True	1.0	Uncertain
ENSG00000002746	testis	2	2	True	1.0	Uncertain
ENSG00000002822	cerebral_cortex	4	4	True	1.0	Supported
ENSG00000002822	colon	3	3	True	1.0	Supported
ENSG00000002822	heart	1	1	True	1.0	Supported
ENSG00000002822	kidney	2	2	True	1.0	Supported
ENSG00000002822	liver	2	2	True	1.0	Supported
ENSG00000002822	lung	4	3	True	0.75	Supported
ENSG00000002822	lymph_node	2	2	True	1.0	Supported
ENSG00000002822	pancreas	2	2	True	1.0	Supported
ENSG00000002822	skin	23	17	True	0.7391304347826086	Supported
ENSG00000002822	spleen	2	2	True	1.0	Supported
ENSG00000002822	stomach	2	2	True	1.0	Supported
ENSG00000002822	testis	8	5	True	0.625	Supported
ENSG00000002834	cerebral_cortex	4	3	True	0.75	Enhanced
ENSG00000002834	colon	8	8	True	1.0	Enhanced
ENSG00000002834	heart	1	0	False	0.0	Enhanced
ENSG00000002834	kidney	6	5	True	0.8333333333333334	Enhanced
ENSG00000002834	liver	2	2	True	1.0	Enhanced
ENSG00000002834	lung	4	3	True	0.75	Enhanced
ENSG00000002834	lymph_node	2	2	True	1.0	Enhanced
ENSG00000002834	pancreas	2	1	True	0.5	Enhanced
ENSG00000002834	skin	24	12	True	0.5	Enhanced
ENSG00000002834	spleen	2	2	True	1.0	Enhanced
ENSG00000002834	stomach	2	2	True	1.0	Enhanced
ENSG00000002834	testis	2	0	False	0.0	Enhanced
ENSG00000002919	cerebral_cortex	4	3	True	0.75	Approved
ENSG00000002919	colon	3	3	True	1.0	Approved
ENSG00000002919	heart	1	1	True	1.0	Approved
ENSG00000002919	kidney	2	2	True	1.0	Approved
ENSG00000002919	liver	2	0	False	0.0	Approved
ENSG00000002919	lung	2	2	True	1.0	Approved
ENSG00000002919	lymph_node	2	2	True	1.0	Approved
ENSG00000002919	pancreas	2	1	True	0.5	Approved
ENSG00000002919	skin	5	4	True	0.8	Approved
ENSG00000002919	spleen	2	2	True	1.0	Approved
ENSG00000002919	stomach	2	2	True	1.0	Approved
ENSG00000002919	testis	8	1	True	0.125	Approved
ENSG00000002933	cerebral_cortex	4	4	True	1.0	Approved
ENSG00000002933	colon	3	3	True	1.0	Approved
ENSG00000002933	heart	1	1	True	1.0	Approved
ENSG00000002933	kidney	2	1	True	0.5	Approved
ENSG00000002933	liver	2	1	True	0.5	Approved
ENSG00000002933	lung	2	2	True	1.0	Approved
ENSG00000002933	lymph_node	2	2	True	1.0	Approved
ENSG00000002933	pancreas	2	2	True	1.0	Approved
ENSG00000002933	skin	5	2	True	0.4	Approved
ENSG00000002933	spleen	2	1	True	0.5	Approved
ENSG00000002933	stomach	2	2	True	1.0	Approved
ENSG00000002933	testis	2	2	True	1.0	Approved
ENSG00000003056	cerebral_cortex	4	4	True	1.0	Approved
ENSG00000003056	colon	2	2	True	1.0	Approved
ENSG00000003056	heart	1	1	True	1.0	Approved
ENSG00000003056	kidney	2	2	True	1.0	Approved
ENSG00000003056	liver	2	2	True	1.0	Approved
ENSG00000003056	lung	2	2	True	1.0	Approved
ENSG00000003056	lymph_node	2	2	True	1.0	Approved
ENSG00000003056	pancreas	2	2	True	1.0	Approved
ENSG00000003056	skin	5	5	True	1.0	Approved
ENSG00000003056	spleen	2	2	True	1.0	Approved
ENSG00000003056	stomach	2	2	True	1.0	Approved
ENSG00000003056	testis	2	2	True	1.0	Approved
ENSG00000003096	cerebral_cortex	4	0	False	0.0	Approved
ENSG00000003096	colon	3	1	True	0.3333333333333333	Approved
ENSG00000003096	heart	1	1	True	1.0	Approved
ENSG00000003096	kidney	2	1	True	0.5	Approved
ENSG00000003096	liver	2	2	True	1.0	Approved
ENSG00000003096	lung	2	0	False	0.0	Approved
ENSG00000003096	lymph_node	2	0	False	0.0	Approved
ENSG00000003096	pancreas	2	1	True	0.5	Approved
ENSG00000003096	skin	5	1	True	0.2	Approved
ENSG00000003096	spleen	2	0	False	0.0	Approved
ENSG00000003096	stomach	2	2	True	1.0	Approved
ENSG00000003096	testis	2	1	True	0.5	Approved
ENSG00000003137	cerebral_cortex	4	1	True	0.25	Uncertain
ENSG00000003137	colon	3	2	True	0.6666666666666666	Uncertain
ENSG00000003137	heart	1	0	False	0.0	Uncertain
ENSG00000003137	kidney	2	1	True	0.5	Uncertain
ENSG00000003137	liver	2	1	True	0.5	Uncertain
ENSG00000003137	lung	2	0	False	0.0	Uncertain
ENSG00000003137	lymph_node	2	1	True	0.5	Uncertain
ENSG00000003137	pancreas	2	1	True	0.5	Uncertain
ENSG00000003137	skin	5	0	False	0.0	Uncertain
ENSG00000003137	spleen	2	1	True	0.5	Uncertain
ENSG00000003137	stomach	2	2	True	1.0	Uncertain
ENSG00000003137	testis	2	1	True	0.5	Uncertain
ENSG00000003147	cerebral_cortex	4	1	True	0.25	Approved
ENSG00000003147	colon	3	2	True	0.6666666666666666	Approved
ENSG00000003147	heart	1	1	True	1.0	Approved
ENSG00000003147	kidney	2	1	True	0.5	Approved
ENSG00000003147	liver	2	1	True	0.5	Approved
ENSG00000003147	lung	2	0	False	0.0	Approved
ENSG00000003147	lymph_node	2	0	False	0.0	Approved
ENSG00000003147	pancreas	2	2	True	1.0	Approved
ENSG00000003147	skin	5	0	False	0.0	Approved
ENSG00000003147	spleen	2	1	True	0.5	Approved
ENSG00000003147	stomach	2	2	True	1.0	Approved
ENSG00000003147	testis	8	1	True	0.125	Approved
ENSG00000003249	cerebral_cortex	4	4	True	1.0	Uncertain
ENSG00000003249	colon	3	3	True	1.0	Uncertain
ENSG00000003249	heart	1	1	True	1.0	Uncertain
ENSG00000003249	kidney	2	2	True	1.0	Uncertain
ENSG00000003249	liver	2	2	True	1.0	Uncertain
ENSG00000003249	lung	2	1	True	0.5	Uncertain
ENSG00000003249	lymph_node	2	2	True	1.0	Uncertain
ENSG00000003249	pancreas	2	2	True	1.0	Uncertain
ENSG00000003249	skin	5	4	True	0.8	Uncertain
ENSG00000003249	spleen	2	2	True	1.0	Uncertain
ENSG00000003249	stomach	2	2	True	1.0	Uncertain
ENSG00000003249	testis	2	2	True	1.0	Uncertain
ENSG00000003393	cerebral_cortex	4	2	True	0.5	Enhanced
ENSG00000003393	colon	3	3	True	1.0	Enhanced
ENSG00000003393	heart	1	1	True	1.0	Enhanced
ENSG00000003393	kidney	2	2	True	1.0	Enhanced
ENSG00000003393	liver	2	1	True	0.5	Enhanced
ENSG00000003393	lung	2	2	True	1.0	Enhanced
ENSG00000003393	lymph_node	2	2	True	1.0	Enhanced
ENSG00000003393	pancreas	2	2	True	1.0	Enhanced
ENSG00000003393	skin	5	2	True	0.4	Enhanced
ENSG00000003393	spleen	2	2	True	1.0	Enhanced
ENSG00000003393	stomach	2	2	True	1.0	Enhanced
ENSG00000003393	testis	8	5	True	0.625	Enhanced
ENSG00000003400	cerebral_cortex	4	1	True	0.25	Approved
ENSG00000003400	colon	3	3	True	1.0	Approved
ENSG00000003400	heart	1	1	True	1.0	Approved
ENSG00000003400	kidney	2	1	True	0.5	Approved
ENSG00000003400	liver	2	0	False	0.0	Approved
ENSG00000003400	lung	2	2	True	1.0	Approved
ENSG00000003400	lymph_node	2	1	True	0.5	Approved
ENSG00000003400	pancreas	2	1	True	0.5	Approved
ENSG00000003400	skin	5	2	True	0.4	Approved
ENSG00000003400	spleen	2	2	True	1.0	Approved
ENSG00000003400	stomach	2	2	True	1.0	Approved
ENSG00000003400	testis	8	3	True	0.375	Approved
ENSG00000003402	cerebral_cortex	4	4	True	1.0	Uncertain
ENSG00000003402	colon	3	3	True	1.0	Uncertain
ENSG00000003402	heart	1	1	True	1.0	Uncertain
ENSG00000003402	kidney	2	2	True	1.0	Uncertain
ENSG00000003402	liver	2	2	True	1.0	Uncertain
ENSG00000003402	lung	2	2	True	1.0	Uncertain
ENSG00000003402	lymph_node	2	2	True	1.0	Uncertain
ENSG00000003402	pancreas	2	2	True	1.0	Uncertain
ENSG00000003402	skin	5	5	True	1.0	Uncertain
ENSG00000003402	spleen	2	2	True	1.0	Uncertain
ENSG00000003402	stomach	2	2	True	1.0	Uncertain
ENSG00000003402	testis	2	2	True	1.0	Uncertain
ENSG00000003436	cerebral_cortex	4	4	True	1.0	Supported
ENSG00000003436	colon	8	5	True	0.625	Supported
ENSG00000003436	heart	1	1	True	1.0	Supported
ENSG00000003436	kidney	2	2	True	1.0	Supported
ENSG00000003436	liver	2	2	True	1.0	Supported
ENSG00000003436	lung	4	1	True	0.25	Supported
ENSG00000003436	lymph_node	2	2	True	1.0	Supported
ENSG00000003436	pancreas	2	2	True	1.0	Supported
ENSG00000003436	skin	24	5	True	0.20833333333333334	Supported
ENSG00000003436	spleen	2	1	True	0.5	Supported
ENSG00000003436	stomach	2	2	True	1.0	Supported
ENSG00000003436	testis	2	2	True	1.0	Supported
ENSG00000003509	cerebral_cortex	4	4	True	1.0	Uncertain
ENSG00000003509	colon	3	3	True	1.0	Uncertain
ENSG00000003509	heart	1	1	True	1.0	Uncertain
ENSG00000003509	kidney	2	2	True	1.0	Uncertain
ENSG00000003509	liver	2	2	True	1.0	Uncertain
ENSG00000003509	lung	2	2	True	1.0	Uncertain
ENSG00000003509	lymph_node	2	2	True	1.0	Uncertain
ENSG00000003509	pancreas	2	2	True	1.0	Uncertain
ENSG00000003509	skin	4	3	True	0.75	Uncertain
ENSG00000003509	spleen	2	1	True	0.5	Uncertain
ENSG00000003509	stomach	2	2	True	1.0	Uncertain
ENSG00000003509	testis	2	2	True	1.0	Uncertain
ENSG00000003756	cerebral_cortex	4	4	True	1.0	Approved
ENSG00000003756	colon	3	3	True	1.0	Approved
ENSG00000003756	heart	1	1	True	1.0	Approved
ENSG00000003756	kidney	2	2	True	1.0	Approved
ENSG00000003756	liver	2	2	True	1.0	Approved
ENSG00000003756	lung	2	2	True	1.0	Approved
ENSG00000003756	lymph_node	2	2	True	1.0	Approved
ENSG00000003756	pancreas	2	2	True	1.0	Approved
ENSG00000003756	skin	5	5	True	1.0	Approved
ENSG00000003756	spleen	2	2	True	1.0	Approved
ENSG00000003756	stomach	2	2	True	1.0	Approved
ENSG00000003756	testis	2	2	True	1.0	Approved
ENSG00000004139	cerebral_cortex	4	3	True	0.75	Uncertain
ENSG00000004139	colon	3	1	True	0.3333333333333333	Uncertain
ENSG00000004139	heart	1	1	True	1.0	Uncertain
ENSG00000004139	kidney	2	2	True	1.0	Uncertain
ENSG00000004139	liver	2	1	True	0.5	Uncertain
ENSG00000004139	lung	2	1	True	0.5	Uncertain
ENSG00000004139	lymph_node	2	1	True	0.5	Uncertain
ENSG00000004139	pancreas	2	2	True	1.0	Uncertain
ENSG00000004139	skin	5	1	True	0.2	Uncertain
ENSG00000004139	spleen	2	0	False	0.0	Uncertain
ENSG00000004139	stomach	2	1	True	0.5	Uncertain
ENSG00000004139	testis	2	2	True	1.0	Uncertain
ENSG00000004399	cerebral_cortex	4	4	True	1.0	Approved
ENSG00000004399	colon	3	3	True	1.0	Approved
ENSG00000004399	heart	1	1	True	1.0	Approved
ENSG00000004399	kidney	2	2	True	1.0	Approved
ENSG00000004399	liver	2	2	True	1.0	Approved
ENSG00000004399	lung	2	1	True	0.5	Approved
ENSG00000004399	lymph_node	2	0	False	0.0	Approved
ENSG00000004399	pancreas	1	1	True	1.0	Approved
ENSG00000004399	skin	5	5	True	1.0	Approved
ENSG00000004399	spleen	2	1	True	0.5	Approved
ENSG00000004399	stomach	2	1	True	0.5	Approved
ENSG00000004399	testis	8	5	True	0.625	Approved
ENSG00000004455	cerebral_cortex	4	2	True	0.5	Approved
ENSG00000004455	colon	3	3	True	1.0	Approved
ENSG00000004455	heart	1	1	True	1.0	Approved
ENSG00000004455	kidney	2	1	True	0.5	Approved
ENSG00000004455	liver	2	1	True	0.5	Approved
ENSG00000004455	lung	4	2	True	0.5	Approved
ENSG00000004455	lymph_node	2	2	True	1.0	Approved
ENSG00000004455	pancreas	2	2	True	1.0	Approved
ENSG00000004455	skin	5	5	True	1.0	Approved
ENSG00000004455	spleen	2	0	False	0.0	Approved
ENSG00000004455	stomach	2	2	True	1.0	Approved
ENSG00000004455	testis	2	2	True	1.0	Approved
ENSG00000004468	cerebral_cortex	4	0	False	0.0	Enhanced
ENSG00000004468	colon	3	0	False	0.0	Enhanced
ENSG00000004468	heart	1	0	False	0.0	Enhanced
ENSG00000004468	kidney	2	0	False	0.0	Enhanced
ENSG00000004468	liver	2	0	False	0.0	Enhanced
ENSG00000004468	lung	2	0	False	0.0	Enhanced
