platform	arm	feature_id	uniprot	gene	ensg	n_samples	det_rate	det_rate_TDR1	det_rate_TDR4	mean_value	mean_value_detected	n_sequences	n_proteotypic	present	present_TDR1	present_TDR4
MS	Media	A0A075B767	A0A075B767	PPIAL4H	ENSG00000270339	10.0	0.9	1.0	0.8	29.28858412947409	29.28858412947409	2.0	0.0	1	1	1
MS	Media	A0A0B4J1V0;A0A0B4J1Y9;A0A0B4J1V6	A0A0B4J1V0	IGHV3-15		10.0	1.0	1.0	1.0	21.447350593343472	21.447350593343472	1.0	0.0	1	1	1
MS	Media	A0A0B4J2F0	A0A0B4J2F0	PIGBOS1		10.0	0.0	0.0	0.0			1.0	1.0	0	0	0
MS	Media	A0A0C4DH55;A0A075B6H7;P01624	A0A0C4DH55	IGKV3-15	ENSG00000228325	10.0	0.2	0.2	0.2	20.410989500356177	20.410989500356177	1.0	0.0	0	0	0
MS	Media	A0A0J9YX94	A0A0J9YX94	PNMA6F		10.0	0.0	0.0	0.0			4.0	4.0	0	0	0
MS	Media	A0A0U1RR11;P0DPI3	A0A0U1RR11	CENPVL1		10.0	0.0	0.0	0.0			1.0	0.0	0	0	0
MS	Media	A0A0U1RRE5	A0A0U1RRE5	NBDY		10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	A0A0U1RRI6	A0A0U1RRI6	CENPVL3		10.0	0.0	0.0	0.0			9.0	3.0	0	0	0
MS	Media	A0A0U1RRL7	A0A0U1RRL7	MMP24OS		10.0	0.0	0.0	0.0			1.0	1.0	0	0	0
MS	Media	A0A1B0GUI7	A0A1B0GUI7	BRD3OS		10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	A0A1B0GUJ8	A0A1B0GUJ8	PNMA8C		10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	A0A1B0GUW7	A0A1B0GUW7	SMIM27		10.0	0.0	0.0	0.0			1.0	1.0	0	0	0
MS	Media	A0A1W2PQ72	A0A1W2PQ72	MSANTD7		10.0	0.0	0.0	0.0			4.0	4.0	0	0	0
MS	Media	A0A2Z4LIS9	A0A2Z4LIS9	FOXO3B		10.0	0.0	0.0	0.0			5.0	2.0	0	0	0
MS	Media	A0A3B3IRV3	A0A3B3IRV3	MCTS2		10.0	0.0	0.0	0.0			3.0	3.0	0	0	0
MS	Media	A0A494C030	A0A494C030	LOC114841035		10.0	0.0	0.0	0.0			3.0	3.0	0	0	0
MS	Media	A0A590UJ96	A0A590UJ96	LOC122526780		10.0	0.0	0.0	0.0			13.0	13.0	0	0	0
MS	Media	A0A6I8PU40	A0A6I8PU40	TUG1		10.0	0.0	0.0	0.0			1.0	1.0	0	0	0
MS	Media	A0A6Q8PH20	A0A6Q8PH20	CAST	ENSG00000153113	10.0	0.0	0.0	0.0			14.0	14.0	0	0	0
MS	Media	A0A7I2V3R4	A0A7I2V3R4	RNF228		10.0	0.0	0.0	0.0			3.0	3.0	0	0	0
MS	Media	A0A994J5G1	A0A994J5G1	TUBA3FP		10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	A0AAG2UWQ9	A0AAG2UWQ9	NKRF		10.0	0.0	0.0	0.0			26.0	26.0	0	0	0
MS	Media	A0ABB0MV19	A0ABB0MV19			10.0	0.0	0.0	0.0			9.0	9.0	0	0	0
MS	Media	A0AV96	A0AV96	RBM47	ENSG00000163694	10.0	0.0	0.0	0.0			12.0	10.0	0	0	0
MS	Media	A0AVF1	A0AVF1	IFT56	ENSG00000105948	10.0	0.0	0.0	0.0			16.0	16.0	0	0	0
MS	Media	A0AVI4	A0AVI4	TMEM129	ENSG00000168936	10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	A0AVT1	A0AVT1	UBA6	ENSG00000033178	10.0	0.4	0.6	0.2	25.488006518511256	25.488006518511256	56.0	56.0	0	0	0
MS	Media	A0FGR8	A0FGR8	ESYT2	ENSG00000117868	10.0	0.0	0.0	0.0			27.0	27.0	0	0	0
MS	Media	A0JLT2	A0JLT2	MED19	ENSG00000156603	10.0	0.0	0.0	0.0			4.0	4.0	0	0	0
MS	Media	A0JNW5	A0JNW5	BLTP3B	ENSG00000111647	10.0	0.1	0.2	0.0	20.11799306019848	20.11799306019848	22.0	22.0	0	0	0
MS	Media	A0MZ66	A0MZ66	SHTN1	ENSG00000187164	10.0	0.0	0.0	0.0			34.0	34.0	0	0	0
MS	Media	A0PJW6	A0PJW6	TMEM223	ENSG00000168569	10.0	0.0	0.0	0.0			3.0	3.0	0	0	0
MS	Media	A0PK00	A0PK00	TMEM120B	ENSG00000188735	10.0	0.0	0.0	0.0			3.0	3.0	0	0	0
MS	Media	A1A4G5	A1A4G5	LNP1	ENSG00000206535	10.0	0.0	0.0	0.0			1.0	1.0	0	0	0
MS	Media	A1A5C7	A1A5C7	SLC22A23	ENSG00000137266	10.0	0.0	0.0	0.0			8.0	8.0	0	0	0
MS	Media	A1L020	A1L020	MEX3A	ENSG00000254726	10.0	0.0	0.0	0.0			15.0	13.0	0	0	0
MS	Media	A1L0T0	A1L0T0	ILVBL	ENSG00000105135	10.0	0.1	0.0	0.2	25.158812901722694	25.158812901722694	25.0	25.0	0	0	0
MS	Media	A1L170	A1L170	C1orf226	ENSG00000239887	10.0	0.0	0.0	0.0			5.0	5.0	0	0	0
MS	Media	A1L188	A1L188	NDUFAF8	ENSG00000224877	10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	A1L390	A1L390	PLEKHG3	ENSG00000126822	10.0	0.0	0.0	0.0			7.0	7.0	0	0	0
MS	Media	A1L4H1	A1L4H1	SSC5D	ENSG00000179954	10.0	0.0	0.0	0.0			8.0	8.0	0	0	0
MS	Media	A1X283	A1X283	SH3PXD2B	ENSG00000174705	10.0	0.0	0.0	0.0			33.0	31.0	0	0	0
MS	Media	A1XBS5	A1XBS5	CIBAR1	ENSG00000188343	10.0	0.0	0.0	0.0			6.0	6.0	0	0	0
MS	Media	A1Z1Q3	A1Z1Q3	MACROD2	ENSG00000172264	10.0	0.0	0.0	0.0			6.0	6.0	0	0	0
MS	Media	A2A2Y4	A2A2Y4	FRMD3	ENSG00000172159	10.0	0.0	0.0	0.0			6.0	6.0	0	0	0
MS	Media	A2A3K4	A2A3K4	PTPDC1	ENSG00000158079	10.0	0.0	0.0	0.0			14.0	14.0	0	0	0
MS	Media	A2A3N6	A2A3N6	PIPSL		10.0	0.0	0.0	0.0			1.0	1.0	0	0	0
MS	Media	A2AJT9	A2AJT9	BCLAF3	ENSG00000173681	10.0	0.0	0.0	0.0			7.0	7.0	0	0	0
MS	Media	A2RRD8	A2RRD8	ZNF320	ENSG00000182986	10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	A2RRP1	A2RRP1	NBAS	ENSG00000151779	10.0	0.0	0.0	0.0			82.0	82.0	0	0	0
MS	Media	A2RTX5	A2RTX5	TARS3	ENSG00000185418	10.0	0.0	0.0	0.0			24.0	24.0	0	0	0
MS	Media	A2RU49	A2RU49	HYKK	ENSG00000188266	10.0	0.0	0.0	0.0			1.0	1.0	0	0	0
MS	Media	A2RU67	A2RU67	FAM234B	ENSG00000084444	10.0	0.0	0.0	0.0			10.0	10.0	0	0	0
MS	Media	A2RUC4	A2RUC4	TYW5	ENSG00000162971	10.0	0.1	0.0	0.2	20.34043257096081	20.34043257096081	8.0	8.0	0	0	0
MS	Media	A2VDF0	A2VDF0	FUOM	ENSG00000148803	10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	A2VDJ0	A2VDJ0	TMEM131L	ENSG00000121210	10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	A3KMH1	A3KMH1	VWA8	ENSG00000102763	10.0	0.0	0.0	0.0			49.0	49.0	0	0	0
MS	Media	A3KN83	A3KN83	SBNO1	ENSG00000139697	10.0	0.0	0.0	0.0			30.0	24.0	0	0	0
MS	Media	A4D126	A4D126	CRPPA	ENSG00000214960	10.0	0.0	0.0	0.0			1.0	1.0	0	0	0
MS	Media	A4D161	A4D161	FAM221A	ENSG00000188732	10.0	0.0	0.0	0.0			11.0	11.0	0	0	0
MS	Media	A4D1E9	A4D1E9	GTPBP10	ENSG00000105793	10.0	0.0	0.0	0.0			8.0	8.0	0	0	0
MS	Media	A4D1P6	A4D1P6	WDR91	ENSG00000105875	10.0	0.0	0.0	0.0			22.0	22.0	0	0	0
MS	Media	A4D1U4	A4D1U4	DENND11	ENSG00000257093	10.0	0.0	0.0	0.0			9.0	9.0	0	0	0
MS	Media	A4D2B0	A4D2B0	MBLAC1	ENSG00000214309	10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	A5A3E0	A5A3E0	POTEF	ENSG00000196604	10.0	0.0	0.0	0.0			3.0	0.0	0	0	0
MS	Media	A5D8T8	A5D8T8	CLEC18A	ENSG00000157322	10.0	0.0	0.0	0.0			15.0	1.0	0	0	0
MS	Media	A5D8V6	A5D8V6	VPS37C	ENSG00000167987	10.0	0.0	0.0	0.0			3.0	3.0	0	0	0
MS	Media	A5PKW4	A5PKW4	PSD	ENSG00000059915	10.0	0.0	0.0	0.0			10.0	10.0	0	0	0
MS	Media	A5PLL7	A5PLL7	PEDS1	ENSG00000240849	10.0	0.0	0.0	0.0			6.0	6.0	0	0	0
MS	Media	A5PLN9	A5PLN9	TRAPPC13	ENSG00000113597	10.0	0.0	0.0	0.0			9.0	9.0	0	0	0
MS	Media	A5YKK6	A5YKK6	CNOT1	ENSG00000125107	10.0	0.1	0.2	0.0	23.17863476456124	23.17863476456124	104.0	104.0	0	0	0
MS	Media	A6H8Y1	A6H8Y1	BDP1	ENSG00000145734	10.0	0.0	0.0	0.0			5.0	5.0	0	0	0
MS	Media	A6NCE7;Q9GZQ8	A6NCE7	MAP1LC3B	ENSG00000258102	10.0	1.0	1.0	1.0	27.24231004058011	27.24231004058011	1.0	0.0	1	1	1
MS	Media	A6NCS6	A6NCS6	C2orf72	ENSG00000204128	10.0	0.0	0.0	0.0			9.0	9.0	0	0	0
MS	Media	A6NDB9	A6NDB9	PALM3	ENSG00000187867	10.0	0.0	0.0	0.0			18.0	18.0	0	0	0
MS	Media	A6NDG6	A6NDG6	PGP	ENSG00000184207	10.0	0.2	0.4	0.0	22.91881603684298	22.91881603684298	8.0	8.0	0	0	0
MS	Media	A6NDU8	A6NDU8	RIMOC1	ENSG00000205765	10.0	0.0	0.0	0.0			13.0	13.0	0	0	0
MS	Media	A6NDV4	A6NDV4	TMEM8B	ENSG00000137103	10.0	0.0	0.0	0.0			1.0	1.0	0	0	0
MS	Media	A6NE02	A6NE02	BTBD17	ENSG00000204347	10.0	0.5	0.8	0.2	23.109675132493617	23.109675132493614	19.0	19.0	0	1	0
MS	Media	A6NED2	A6NED2	RCCD1	ENSG00000166965	10.0	0.0	0.0	0.0			11.0	11.0	0	0	0
MS	Media	A6NFI3	A6NFI3	ZNF316		10.0	0.0	0.0	0.0			21.0	21.0	0	0	0
MS	Media	A6NFN3	A6NFN3	RBFOX3	ENSG00000167281	10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	A6NFQ2	A6NFQ2	TCAF2	ENSG00000170379	10.0	0.0	0.0	0.0			1.0	0.0	0	0	0
MS	Media	A6NFT4	A6NFT4	CFAP73	ENSG00000186710	10.0	0.0	0.0	0.0			1.0	1.0	0	0	0
MS	Media	A6NGB9	A6NGB9	WIPF3	ENSG00000122574	10.0	0.0	0.0	0.0			7.0	7.0	0	0	0
MS	Media	A6NGC4	A6NGC4	TLCD2	ENSG00000185561	10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	A6NGH7	A6NGH7	CCDC160	ENSG00000203952	10.0	0.0	0.0	0.0			1.0	1.0	0	0	0
MS	Media	A6NGN9	A6NGN9	IGLON5	ENSG00000142549	10.0	0.0	0.0	0.0			9.0	9.0	0	0	0
MS	Media	A6NHL2	A6NHL2	TUBAL3	ENSG00000178462	10.0	0.0	0.0	0.0			3.0	3.0	0	0	0
MS	Media	A6NHQ2	A6NHQ2	FBLL1	ENSG00000188573	10.0	0.0	0.0	0.0			7.0	7.0	0	0	0
MS	Media	A6NHR9	A6NHR9	SMCHD1	ENSG00000101596	10.0	0.0	0.0	0.0			94.0	94.0	0	0	0
MS	Media	A6NHX0	A6NHX0	CASTOR2	ENSG00000274070	10.0	0.0	0.0	0.0			8.0	8.0	0	0	0
MS	Media	A6NI28	A6NI28	ARHGAP42	ENSG00000165895	10.0	0.0	0.0	0.0			6.0	6.0	0	0	0
MS	Media	A6NIH7	A6NIH7	UNC119B	ENSG00000175970	10.0	0.0	0.0	0.0			10.0	9.0	0	0	0
MS	Media	A6NIX2	A6NIX2	WTIP	ENSG00000142279	10.0	0.0	0.0	0.0			3.0	3.0	0	0	0
MS	Media	A6NJ78	A6NJ78	METTL15	ENSG00000169519	10.0	0.0	0.0	0.0			6.0	4.0	0	0	0
MS	Media	A6NJT0	A6NJT0	UNCX	ENSG00000164853	10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	A6NK58	A6NK58	LIPT2	ENSG00000175536	10.0	0.0	0.0	0.0			5.0	5.0	0	0	0
MS	Media	A6NKD9	A6NKD9	CCDC85C	ENSG00000205476	10.0	0.0	0.0	0.0			13.0	13.0	0	0	0
MS	Media	A6NKF1	A6NKF1	SAC3D1	ENSG00000168061	10.0	0.0	0.0	0.0			5.0	5.0	0	0	0
MS	Media	A6NKG5	A6NKG5	RTL1	ENSG00000254656	10.0	0.0	0.0	0.0			20.0	20.0	0	0	0
MS	Media	A6NKN8	A6NKN8	PCP4L1	ENSG00000248485	10.0	0.0	0.0	0.0			3.0	3.0	0	0	0
MS	Media	A6NMB9	A6NMB9	FIGNL2		10.0	0.0	0.0	0.0			12.0	12.0	0	0	0
MS	Media	A6NMT0	A6NMT0	DBX1	ENSG00000109851	10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	A6NNA2	A6NNA2	SRRM3		10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	A6NNL0;B1AL46;Q5VT03;Q8IVF1	A6NNL0	NUTM2A	ENSG00000188199	10.0	0.0	0.0	0.0			1.0	0.0	0	0	0
MS	Media	A6NNY8	A6NNY8	USP27X		10.0	0.0	0.0	0.0			7.0	7.0	0	0	0
MS	Media	A6QL63	A6QL63	ABTB3	ENSG00000151136	10.0	0.0	0.0	0.0			19.0	19.0	0	0	0
MS	Media	A7E2F4;A8MQT2	A7E2F4	GOLGA8A	ENSG00000175265	10.0	0.0	0.0	0.0			6.0	0.0	0	0	0
MS	Media	A7E2V4	A7E2V4	ZSWIM8	ENSG00000214655	10.0	0.0	0.0	0.0			21.0	21.0	0	0	0
MS	Media	A7KAX9	A7KAX9	ARHGAP32	ENSG00000134909	10.0	0.0	0.0	0.0			41.0	38.0	0	0	0
MS	Media	A7MBM2	A7MBM2	DISP2	ENSG00000140323	10.0	0.0	0.0	0.0			12.0	12.0	0	0	0
MS	Media	A7MD48	A7MD48	SRRM4	ENSG00000139767	10.0	0.0	0.0	0.0			3.0	3.0	0	0	0
MS	Media	A7XYQ1	A7XYQ1	SOBP	ENSG00000112320	10.0	0.0	0.0	0.0			9.0	9.0	0	0	0
MS	Media	A8CG34	A8CG34	POM121C	ENSG00000272391	10.0	0.0	0.0	0.0			3.0	2.0	0	0	0
MS	Media	A8K554	A8K554	ZNF815P		10.0	0.0	0.0	0.0			1.0	1.0	0	0	0
MS	Media	A8K855	A8K855	EFCAB7	ENSG00000203965	10.0	0.0	0.0	0.0			10.0	10.0	0	0	0
MS	Media	A8K8V0	A8K8V0	ZNF785	ENSG00000197162	10.0	0.0	0.0	0.0			4.0	4.0	0	0	0
MS	Media	A8MPP1	A8MPP1	DDX11L8		10.0	0.0	0.0	0.0			1.0	0.0	0	0	0
MS	Media	A8MPS7	A8MPS7	YDJC	ENSG00000161179	10.0	0.0	0.0	0.0			3.0	3.0	0	0	0
MS	Media	A8MSI8	A8MSI8	LYRM9	ENSG00000232859	10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	A8MT69	A8MT69	CENPX	ENSG00000169689	10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	A8MTT3	A8MTT3	CEBPZOS	ENSG00000218739	10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	A8MTY0	A8MTY0	ZNF724	ENSG00000196081	10.0	0.0	0.0	0.0			2.0	1.0	0	0	0
MS	Media	A8MTZ0	A8MTZ0	BBIP1	ENSG00000214413	10.0	0.0	0.0	0.0			1.0	1.0	0	0	0
MS	Media	A8MU93	A8MU93	C17orf100		10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	A8MVW0	A8MVW0	FAM171A2	ENSG00000161682	10.0	0.0	0.0	0.0			21.0	20.0	0	0	0
MS	Media	A8MW92	A8MW92	PHF20L1	ENSG00000129292	10.0	0.1	0.2	0.0	23.54791450261471	23.54791450261471	11.0	11.0	0	0	0
MS	Media	A8MWD9;P62308	A8MWD9	SNRPG	ENSG00000143977	10.0	0.0	0.0	0.0			4.0	0.0	0	0	0
MS	Media	A8MWY0	A8MWY0	ELAPOR2	ENSG00000164659	10.0	0.0	0.0	0.0			23.0	23.0	0	0	0
MS	Media	A8MXV4	A8MXV4	NUDT19	ENSG00000213965	10.0	0.0	0.0	0.0			11.0	11.0	0	0	0
MS	Media	A8MYZ6	A8MYZ6	FOXO6		10.0	0.0	0.0	0.0			4.0	3.0	0	0	0
MS	Media	A9UHW6	A9UHW6	MIF4GD	ENSG00000125457	10.0	0.0	0.0	0.0			9.0	9.0	0	0	0
MS	Media	B1AK53	B1AK53	ESPN	ENSG00000187017	10.0	0.0	0.0	0.0			7.0	7.0	0	0	0
MS	Media	B2RBV5	B2RBV5	MRFAP1L2		10.0	0.0	0.0	0.0			1.0	1.0	0	0	0
MS	Media	B2RTY4	B2RTY4	MYO9A	ENSG00000066933	10.0	0.0	0.0	0.0			28.0	28.0	0	0	0
MS	Media	B2RUZ4	B2RUZ4	SMIM1	ENSG00000235169	10.0	0.0	0.0	0.0			1.0	1.0	0	0	0
MS	Media	B3KNS4	B3KNS4	ERVK3-1		10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	B7ZAQ6;P0CG08	B7ZAQ6	GPR89A	ENSG00000117262	10.0	0.0	0.0	0.0			8.0	0.0	0	0	0
MS	Media	B7ZBB8	B7ZBB8	PPP1R3G	ENSG00000219607	10.0	0.0	0.0	0.0			8.0	8.0	0	0	0
MS	Media	B7ZLF3	B7ZLF3	LOC728743		10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	B9A064	B9A064	IGLL5	ENSG00000254709	10.0	1.0	1.0	1.0	25.295582293582516	25.295582293582516	4.0	1.0	1	1	1
MS	Media	C4AMC7;Q6VEQ5	C4AMC7	WASH2P		10.0	0.0	0.0	0.0			2.0	0.0	0	0	0
MS	Media	C9J069	C9J069	AJM1	ENSG00000232434	10.0	0.0	0.0	0.0			7.0	7.0	0	0	0
MS	Media	C9J7I0	C9J7I0	UMAD1	ENSG00000219545	10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	C9JLR9	C9JLR9	ZFTA		10.0	0.0	0.0	0.0			8.0	8.0	0	0	0
MS	Media	C9JLW8	C9JLW8	MCRIP1	ENSG00000225663	10.0	0.1	0.2	0.0	24.092416169278433	24.092416169278433	5.0	5.0	0	0	0
MS	Media	C9JTQ0	C9JTQ0	ANKRD63	ENSG00000230778	10.0	0.0	0.0	0.0			1.0	1.0	0	0	0
MS	Media	D6REC4	D6REC4	CFAP99		10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	E9PAV3	E9PAV3	NACA	ENSG00000196531	10.0	0.4	0.6	0.2	25.531184667804368	25.531184667804368	4.0	3.0	0	0	0
MS	Media	E9PRG8	E9PRG8	C11orf98	ENSG00000162194	10.0	0.0	0.0	0.0			3.0	3.0	0	0	0
MS	Media	F2Z333	F2Z333	FNDC10	ENSG00000228594	10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	G9CGD6	G9CGD6	CNK3/IPCEF1		10.0	0.0	0.0	0.0			2.0	0.0	0	0	0
MS	Media	H3BS89	H3BS89	TMEM178B	ENSG00000261115	10.0	0.0	0.0	0.0			1.0	1.0	0	0	0
MS	Media	L0R819	L0R819	ASDURF	ENSG00000138381	10.0	0.0	0.0	0.0			8.0	8.0	0	0	0
MS	Media	M5A8F1	M5A8F1	ERVH48-1		10.0	0.0	0.0	0.0			1.0	1.0	0	0	0
MS	Media	O00115	O00115	DNASE2	ENSG00000105612	10.0	0.0	0.0	0.0			6.0	6.0	0	0	0
MS	Media	O00116	O00116	AGPS	ENSG00000018510	10.0	0.0	0.0	0.0			33.0	33.0	0	0	0
MS	Media	O00124	O00124	UBXN8	ENSG00000104691	10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	O00139	O00139	KIF2A	ENSG00000068796	10.0	0.1	0.2	0.0	23.279531803929604	23.279531803929604	28.0	26.0	0	0	0
MS	Media	O00142	O00142	TK2	ENSG00000166548	10.0	0.0	0.0	0.0			4.0	4.0	0	0	0
MS	Media	O00148	O00148	DDX39A	ENSG00000123136	10.0	0.0	0.0	0.0			11.0	11.0	0	0	0
MS	Media	O00151	O00151	PDLIM1	ENSG00000107438	10.0	0.1	0.0	0.2	20.984360043957352	20.984360043957352	10.0	10.0	0	0	0
MS	Media	O00154	O00154	ACOT7	ENSG00000097021	10.0	0.7	0.8	0.6	24.89053062024445	24.89053062024445	18.0	16.0	1	1	0
MS	Media	O00159	O00159	MYO1C	ENSG00000197879	10.0	0.0	0.0	0.0			37.0	36.0	0	0	0
MS	Media	O00161	O00161	SNAP23	ENSG00000092531	10.0	0.0	0.0	0.0			5.0	5.0	0	0	0
MS	Media	O00165	O00165	HAX1	ENSG00000143575	10.0	0.0	0.0	0.0			9.0	9.0	0	0	0
MS	Media	O00168	O00168	FXYD1	ENSG00000266964	10.0	0.0	0.0	0.0			1.0	1.0	0	0	0
MS	Media	O00170	O00170	AIP	ENSG00000110711	10.0	0.0	0.0	0.0			17.0	17.0	0	0	0
MS	Media	O00178	O00178	GTPBP1	ENSG00000100226	10.0	0.0	0.0	0.0			23.0	23.0	0	0	0
MS	Media	O00186	O00186	STXBP3	ENSG00000116266	10.0	0.0	0.0	0.0			23.0	23.0	0	0	0
MS	Media	O00189	O00189	AP4M1	ENSG00000221838	10.0	0.0	0.0	0.0			10.0	10.0	0	0	0
MS	Media	O00192	O00192	ARVCF	ENSG00000099889	10.0	0.0	0.0	0.0			33.0	33.0	0	0	0
MS	Media	O00193	O00193	SMAP	ENSG00000110696	10.0	0.1	0.2	0.0	22.55509367513348	22.55509367513348	5.0	5.0	0	0	0
MS	Media	O00194	O00194	RAB27B	ENSG00000041353	10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	O00203	O00203	AP3B1	ENSG00000132842	10.0	0.0	0.0	0.0			30.0	30.0	0	0	0
MS	Media	O00213	O00213	APBB1	ENSG00000166313	10.0	0.0	0.0	0.0			14.0	14.0	0	0	0
MS	Media	O00214	O00214	LGALS8	ENSG00000116977	10.0	0.0	0.0	0.0			8.0	8.0	0	0	0
MS	Media	O00217	O00217	NDUFS8	ENSG00000110717	10.0	0.0	0.0	0.0			9.0	9.0	0	0	0
MS	Media	O00220	O00220	TNFRSF10A	ENSG00000104689	10.0	0.0	0.0	0.0			1.0	1.0	0	0	0
MS	Media	O00221	O00221	NFKBIE	ENSG00000146232	10.0	0.0	0.0	0.0			10.0	10.0	0	0	0
MS	Media	O00231	O00231	PSMD11	ENSG00000108671	10.0	0.1	0.0	0.2	26.333320188263965	26.333320188263965	29.0	29.0	0	0	0
MS	Media	O00232	O00232	PSMD12	ENSG00000197170	10.0	0.1	0.0	0.2	24.755475843116393	24.755475843116393	28.0	28.0	0	0	0
MS	Media	O00233	O00233	PSMD9	ENSG00000110801	10.0	0.0	0.0	0.0			10.0	10.0	0	0	0
MS	Media	O00244	O00244	ATOX1		10.0	0.0	0.0	0.0			6.0	6.0	0	0	0
MS	Media	O00255	O00255	MEN1	ENSG00000133895	10.0	0.0	0.0	0.0			17.0	17.0	0	0	0
MS	Media	O00257	O00257	CBX4	ENSG00000141582	10.0	0.0	0.0	0.0			15.0	15.0	0	0	0
MS	Media	O00258	O00258	GET1	ENSG00000182093	10.0	0.0	0.0	0.0			7.0	7.0	0	0	0
MS	Media	O00264	O00264	PGRMC1	ENSG00000101856	10.0	0.4	0.2	0.6	26.607103296727985	26.607103296727985	11.0	11.0	0	0	0
MS	Media	O00267	O00267	SUPT5H	ENSG00000196235	10.0	0.0	0.0	0.0			38.0	38.0	0	0	0
MS	Media	O00268	O00268	TAF4	ENSG00000130699	10.0	0.0	0.0	0.0			15.0	15.0	0	0	0
MS	Media	O00273	O00273	DFFA	ENSG00000160049	10.0	0.0	0.0	0.0			13.0	13.0	0	0	0
MS	Media	O00287	O00287	RFXAP	ENSG00000133111	10.0	0.0	0.0	0.0			5.0	5.0	0	0	0
MS	Media	O00291	O00291	HIP1	ENSG00000127946	10.0	0.0	0.0	0.0			46.0	44.0	0	0	0
MS	Media	O00292	O00292	LEFTY2	ENSG00000143768	10.0	0.0	0.0	0.0			18.0	6.0	0	0	0
MS	Media	O00299	O00299	CLIC1	ENSG00000213719	10.0	0.7	0.8	0.6	26.621818815895853	26.621818815895853	17.0	17.0	1	1	0
MS	Media	O00300	O00300	TNFRSF11B	ENSG00000164761	10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	O00303	O00303	EIF3F	ENSG00000175390	10.0	0.0	0.0	0.0			13.0	13.0	0	0	0
MS	Media	O00308	O00308	WWP2	ENSG00000198373	10.0	0.0	0.0	0.0			20.0	19.0	0	0	0
MS	Media	O00329	O00329	PIK3CD	ENSG00000171608	10.0	0.0	0.0	0.0			20.0	20.0	0	0	0
MS	Media	O00330	O00330	PDHX	ENSG00000110435	10.0	0.0	0.0	0.0			20.0	20.0	0	0	0
MS	Media	O00338	O00338	SULT1C2	ENSG00000198203	10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	O00339	O00339	MATN2	ENSG00000132561	10.0	0.0	0.0	0.0			14.0	14.0	0	0	0
MS	Media	O00391	O00391	QSOX1	ENSG00000116260	10.0	1.0	1.0	1.0	24.17139028009216	24.17139028009216	17.0	17.0	1	1	1
MS	Media	O00399	O00399	DCTN6	ENSG00000104671	10.0	0.0	0.0	0.0			4.0	4.0	0	0	0
MS	Media	O00400	O00400	SLC33A1	ENSG00000169359	10.0	0.0	0.0	0.0			8.0	8.0	0	0	0
MS	Media	O00401	O00401	WASL	ENSG00000106299	10.0	0.0	0.0	0.0			21.0	21.0	0	0	0
MS	Media	O00408	O00408	PDE2A	ENSG00000186642	10.0	0.0	0.0	0.0			12.0	12.0	0	0	0
MS	Media	O00409	O00409	FOXN3	ENSG00000053254	10.0	0.0	0.0	0.0			2.0	2.0	0	0	0
MS	Media	O00410	O00410	IPO5	ENSG00000065150	10.0	0.9	1.0	0.8	26.299446306265782	26.29944630626578	54.0	52.0	1	1	1
MS	Media	O00411	O00411	POLRMT	ENSG00000099821	10.0	0.1	0.0	0.2	24.343320198288694	24.343320198288694	33.0	33.0	0	0	0
MS	Media	O00418	O00418	EEF2K	ENSG00000103319	10.0	0.0	0.0	0.0			3.0	3.0	0	0	0
MS	Media	O00422	O00422	SAP18	ENSG00000150459	10.0	0.0	0.0	0.0			12.0	12.0	0	0	0
MS	Media	O00423	O00423	EML1	ENSG00000066629	10.0	0.0	0.0	0.0			28.0	26.0	0	0	0
